value;dimension;domain;variable;depth;datetime;location;experiment;fertilizer_tr;variety_tr;plantdensity_tr;plantingdate_tr;soilmanagement_tr;plantprotection_tr;repetition;
8635;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
12744;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
11385;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
10758;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
12904;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
12070;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
15897;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
12487;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
13293;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
4977;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
5876;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
3144;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
3035;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
14598;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
14529;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
15485;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
12736;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
7765;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
6546;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
8122;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
6172;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
9300;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
8518;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
4940;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
9070;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
12112;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
12568;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
14877;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
9186;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
7595;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
5031;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
3356;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
2525;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
10842;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
11466;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
7752;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
5742;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
10234;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
11795;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
10714;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
10741;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
11602;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
12248;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
9037;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
8580;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
12486;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
11217;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
12580;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
12253;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
7722;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;2;NA;2;NA;NA;1;
8297;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;2;NA;2;NA;NA;2;
9186;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;2;NA;2;NA;NA;3;
7544;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;2;NA;2;NA;NA;4;
8467;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9029;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9318;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
6507;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
12546;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
13581;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9680;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
11436;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
6720;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
6454;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
4883;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
5613;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
7690;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
8370;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
5170;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
7080;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10450;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
10700;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
10730;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10310;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
12420;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
13880;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
10560;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8060;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
11810;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9480;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
11990;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
11030;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
9570;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
10620;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
8240;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8800;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10320;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
10240;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
10900;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8930;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10200;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
15040;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9040;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
9560;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
9936;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
10138;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
12323;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10336;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
9312;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9132;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
7356;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
4419;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
5473;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
6645;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
7975;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8641;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
8898;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
11047;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
10740;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10801;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10476;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
11015;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
8362;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10822;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
11326;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
13201;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
11697;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
12720;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
6029;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
6655;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
2201;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
2992;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
9918;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
11403;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9589;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10829;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
7048;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
6748;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
6967;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8710;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
9322;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9073;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9558;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
6705;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10526;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9849;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
11225;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
11669;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
6188;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
5911;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
1782;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
2702;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
11283;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9718;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
6873;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
7219;kg/ha;maize;grainyield;0;2013-11-22 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
11992;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
12844;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
11608;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
10954;kg/ha;maize;grainyield;0;2014-11-12 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
10293;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
11004;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9081;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8453;kg/ha;maize;grainyield;0;2015-11-09 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
12382;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
13258;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
10171;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
9675;kg/ha;maize;grainyield;0;2016-11-10 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
8770;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;1;
9077;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;2;
9945;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;3;
8717;kg/ha;maize;grainyield;0;2017-11-08 12:00;MV;planting_date;3;3;NA;2;NA;NA;4;
8478;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
9002;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
9599;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8533;kg/ha;maize;grainyield;0;1991-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
12603;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
9334;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
8618;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8658;kg/ha;maize;grainyield;0;1992-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
5766;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
8688;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
5854;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
4034;kg/ha;maize;grainyield;0;1993-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
7220;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
9630;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
3760;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
5650;kg/ha;maize;grainyield;0;1994-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
11200;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
11900;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10810;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
10030;kg/ha;maize;grainyield;0;1995-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
12300;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
12630;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
11510;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
4840;kg/ha;maize;grainyield;0;1996-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
10400;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
10050;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10050;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
9440;kg/ha;maize;grainyield;0;1997-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
9830;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
11250;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
9510;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8960;kg/ha;maize;grainyield;0;1998-10-24 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
11310;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
11200;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
11500;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8600;kg/ha;maize;grainyield;0;1999-11-15 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
9950;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
11220;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
9570;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
10670;kg/ha;maize;grainyield;0;2000-10-25 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
10481;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
10095;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10193;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
9201;kg/ha;maize;grainyield;0;2001-11-05 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
11882;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
11287;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10008;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
6321;kg/ha;maize;grainyield;0;2002-11-08 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
3339;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
6003;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
6734;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8085;kg/ha;maize;grainyield;0;2003-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
9683;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
10264;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10657;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
11299;kg/ha;maize;grainyield;0;2004-11-04 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
11520;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
12564;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10613;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
12137;kg/ha;maize;grainyield;0;2005-11-18 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
12828;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
13600;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
11713;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
11156;kg/ha;maize;grainyield;0;2006-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
6088;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
5993;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
2054;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
4340;kg/ha;maize;grainyield;0;2007-11-12 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
10838;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
13884;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
12733;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
11493;kg/ha;maize;grainyield;0;2008-11-10 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
7561;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
4393;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
6805;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
6948;kg/ha;maize;grainyield;0;2009-10-30 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
10321;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
9672;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
9825;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8863;kg/ha;maize;grainyield;0;2010-11-17 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
11134;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
9537;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
10846;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
8772;kg/ha;maize;grainyield;0;2011-11-07 12:00;MV;planting_date;3;4;NA;2;NA;NA;4;
5383;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;4;NA;2;NA;NA;1;
7464;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;4;NA;2;NA;NA;2;
1121;kg/ha;maize;grainyield;0;2012-11-09 12:00;MV;planting_date;3;4;NA;2;NA;NA;3;
