value,dimension,domain,parameter,depth,datetime,experiment,treatment,repetition,equipment,person/logger
10471,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V04,3,,
10331,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V05,3,,
7021,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V01,3,,
8230,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V02,3,,
6475,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V03,3,,
8627,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V04,3,,
6321,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V05,3,,
6282,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V01,3,,
7683,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V02,3,,
6313,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V03,3,,
7306,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V04,3,,
5821,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V05,3,,
6669,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F01|V01,4,,
8495,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F01|V02,4,,
10218,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F01|V03,4,,
8240,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F01|V04,4,,
9525,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F01|V05,4,,
8178,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F02|V01,4,,
8634,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F02|V02,4,,
9862,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F02|V03,4,,
9384,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F02|V04,4,,
8011,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F02|V05,4,,
6028,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V01,4,,
8042,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V02,4,,
8753,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V03,4,,
9968,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V04,4,,
8177,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F03|V05,4,,
6671,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V01,4,,
7369,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V02,4,,
8703,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V03,4,,
8945,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V04,4,,
6350,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F04|V05,4,,
6144,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V01,4,,
7570,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V02,4,,
9855,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V03,4,,
8594,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V04,4,,
5740,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T03|F05|V05,4,,
4263,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V01,1,,
4273,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V02,1,,
5775,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V03,1,,
5398,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V04,1,,
5069,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V05,1,,
5925,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V01,1,,
6993,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V02,1,,
8288,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V03,1,,
7708,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V04,1,,
5825,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V05,1,,
5957,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V01,1,,
7063,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V02,1,,
7993,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V03,1,,
7845,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V04,1,,
6699,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V05,1,,
5494,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V01,1,,
7881,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V02,1,,
8906,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V03,1,,
8367,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V04,1,,
8778,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V05,1,,
6818,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V01,1,,
7647,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V02,1,,
8457,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V03,1,,
8060,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V04,1,,
6866,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V05,1,,
4045,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V01,2,,
5793,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V02,2,,
6209,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V03,2,,
6559,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V04,2,,
5345,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V05,2,,
6286,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V01,2,,
8223,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V02,2,,
6534,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V03,2,,
10570,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V04,2,,
8780,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V05,2,,
7975,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V01,2,,
10286,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V02,2,,
9700,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V03,2,,
10470,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V04,2,,
10835,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V05,2,,
7018,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V01,2,,
10101,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V02,2,,
9920,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V03,2,,
7872,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V04,2,,
8657,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V05,2,,
5521,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V01,2,,
6407,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V02,2,,
6387,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V03,2,,
6129,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V04,2,,
8040,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V05,2,,
5567,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V01,3,,
4555,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V02,3,,
4482,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V03,3,,
6183,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V04,3,,
5133,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V05,3,,
7010,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V01,3,,
6719,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V02,3,,
5613,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V03,3,,
6209,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V04,3,,
6245,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V05,3,,
6760,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V01,3,,
5706,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V02,3,,
4994,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V03,3,,
5302,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V04,3,,
5179,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V05,3,,
4531,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V01,3,,
5111,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V02,3,,
4597,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V03,3,,
4077,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V04,3,,
3849,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V05,3,,
5363,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V01,3,,
4077,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V02,3,,
6081,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V03,3,,
4780,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V04,3,,
3277,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V05,3,,
4055,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V01,4,,
7049,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V02,4,,
11452,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V03,4,,
8390,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V04,4,,
7291,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F01|V05,4,,
6112,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V01,4,,
8071,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V02,4,,
10342,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V03,4,,
8126,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V04,4,,
9915,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F02|V05,4,,
6737,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V01,4,,
5581,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V02,4,,
11688,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V03,4,,
7854,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V04,4,,
5296,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F03|V05,4,,
5090,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V01,4,,
5247,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V02,4,,
10753,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V03,4,,
7080,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V04,4,,
5710,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F04|V05,4,,
6419,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V01,4,,
4892,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V02,4,,
7206,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V03,4,,
5954,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V04,4,,
5369,kg ha-1,maize,grainyield,0,1992-11-05 12:00,MV|planting_date,T04|F05|V05,4,,
5501,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V01,1,,
4812,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V02,1,,
5400,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V03,1,,
4119,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V04,1,,
4892,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V05,1,,
6684,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V01,1,,
6568,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V02,1,,
7628,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V03,1,,
6553,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V04,1,,
8232,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V05,1,,
6919,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V01,1,,
6736,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V02,1,,
7508,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V03,1,,
6895,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V04,1,,
7165,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V05,1,,
6886,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V01,1,,
6716,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V02,1,,
7617,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V03,1,,
6621,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V04,1,,
7950,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V05,1,,
7267,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V01,1,,
7484,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V02,1,,
6756,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V03,1,,
5745,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V04,1,,
6183,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V05,1,,
3522,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V01,2,,
2986,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V02,2,,
5153,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V03,2,,
4020,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V04,2,,
3972,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V05,2,,
6280,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V01,2,,
6410,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V02,2,,
7718,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V03,2,,
6751,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V04,2,,
4346,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V05,2,,
4771,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V01,2,,
7131,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V02,2,,
6833,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V03,2,,
6950,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V04,2,,
5269,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V05,2,,
4617,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V01,2,,
5668,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V02,2,,
5521,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V03,2,,
7194,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V04,2,,
4120,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V05,2,,
5421,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V01,2,,
6509,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V02,2,,
4806,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V03,2,,
6532,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V04,2,,
4093,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V05,2,,
5557,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V01,3,,
7384,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V02,3,,
8960,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V03,3,,
8252,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V04,3,,
8561,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V05,3,,
6982,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V01,3,,
8701,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V02,3,,
7632,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V03,3,,
7781,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V04,3,,
9009,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V05,3,,
5966,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V01,3,,
8632,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V02,3,,
6066,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V03,3,,
7065,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V04,3,,
6359,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V05,3,,
4405,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V01,3,,
6849,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V02,3,,
6568,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V03,3,,
5377,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V04,3,,
4998,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V05,3,,
3746,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V01,3,,
6906,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V02,3,,
6318,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V03,3,,
4959,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V04,3,,
3678,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V05,3,,
2410,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V01,4,,
6257,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V02,4,,
6932,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V03,4,,
5049,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V04,4,,
6823,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F01|V05,4,,
5289,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V01,4,,
4511,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V02,4,,
6327,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V03,4,,
4988,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V04,4,,
5127,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F02|V05,4,,
5173,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V01,4,,
5070,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V02,4,,
4665,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V03,4,,
4665,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V04,4,,
5643,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F03|V05,4,,
6999,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V01,4,,
6691,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V02,4,,
6582,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V03,4,,
5217,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V04,4,,
5507,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F04|V05,4,,
5538,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V01,4,,
4266,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V02,4,,
4811,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V03,4,,
4084,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V04,4,,
4205,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T01|F05|V05,4,,
4197,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V01,1,,
4451,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V02,1,,
5271,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V03,1,,
4606,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V04,1,,
6171,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V05,1,,
6945,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V01,1,,
7601,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V02,1,,
6937,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V03,1,,
7000,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V04,1,,
7980,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V05,1,,
5737,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F03|V01,1,,
7669,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F03|V02,1,,
6720,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F03|V03,1,,
5766,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F03|V04,1,,
7289,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F03|V05,1,,
5312,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F04|V01,1,,
6984,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F04|V02,1,,
5806,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F04|V03,1,,
3808,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F04|V04,1,,
6488,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F04|V05,1,,
3955,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F05|V01,1,,
6080,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F05|V02,1,,
5288,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F05|V03,1,,
5459,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F05|V04,1,,
6585,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F05|V05,1,,
5468,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V01,2,,
4848,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V02,2,,
5688,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V03,2,,
7900,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V04,2,,
7627,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F01|V05,2,,
6868,kg ha-1,maize,grainyield,0,1993-11-05 12:00,MV|planting_date,T02|F02|V01,2,,
