new_id;100m_rep_id;lat (deg);long (deg);elev (m);fboritas;nuts3;Tavg;dTavg
857;8342167;47.7;20.8;88;2;HU311;10.43;9.58
858;8459232;47.7;20.9;88;1;HU311;10.42;9.58
859;8189138;47.7;21;89;1;HU321;10.45;9.56
860;8519727;47.7;21.1;88;2;HU321;10.42;9.57
861;8539762;47.7;21.2;88;2;HU321;10.46;9.5
862;8393855;47.7;21.3;88;1;HU321;10.56;9.44
863;8505086;47.7;21.4;94;1;HU321;10.53;9.59
864;8480185;47.7;21.5;110;1;HU321;10.34;9.98
865;8399139;47.7;21.6;140;1;HU321;10.29;9.5
866;8404255;47.7;21.7;140;3;HU321;10.35;9.15
867;8368551;47.7;21.8;144;1;HU323;10.16;9.4
868;8570454;47.7;21.9;151;3;HU321;10.02;9.36
869;8409593;47.7;22;159;3;HU323;9.91;9.42
870;8470448;47.7;22.1;155;3;HU323;9.94;9.68
871;8237776;47.7;22.2;148;3;HU323;9.93;9.45
872;9071843;47.8;17.1;119;1;HU221;10.65;9.32
873;8758940;47.8;17.2;115;1;HU221;10.63;9.33
874;8804649;47.8;17.3;116;3;HU221;10.64;9.33
875;8927229;47.8;17.4;114;1;HU221;10.6;9.39
876;8721938;47.8;17.5;114;1;HU221;10.59;9.33
877;8700117;47.8;17.6;112;1;HU221;10.5;9.24
878;8891705;47.8;18.8;226;3;HU212;11.92;9.97
879;8700506;47.8;18.9;213;3;HU102;10.45;11.89
880;8743570;47.8;19;237;3;HU102;11.39;8.18
881;8979817;47.8;19.1;176;3;HU102;11.36;8.18
882;8770097;47.8;19.2;206;3;HU102;9.48;9.68
883;8912608;47.8;19.3;241;3;HU102;9.91;10.16
884;8831614;47.8;19.4;219;3;HU102;9.84;10.07
885;8939285;47.8;19.5;202;1;HU313;9.79;9.27
886;9037408;47.8;19.6;164;1;HU313;10.74;8.34
887;9031314;47.8;19.7;200;1;HU312;10.69;8.99
888;8821449;47.8;19.8;237;1;HU312;11.21;8.92
889;8695098;47.8;19.9;218;1;HU312;9.63;10.32
890;8796914;47.8;20;288;3;HU312;9.08;9.91
891;8904091;47.8;20.1;184;1;HU312;8.45;11.03
892;8842669;47.8;20.2;150;1;HU312;8.7;10.27
893;9069108;47.8;20.3;150;1;HU312;9.54;9.26
894;8883296;47.8;20.4;146;1;HU312;10.22;9.38
895;8832718;47.8;20.5;128;1;HU312;10.1;9.62
896;8934402;47.8;20.6;110;1;HU311;10.13;9.37
897;8940553;47.8;20.7;98;1;HU311;10.21;9.42
898;8827864;47.8;20.8;92;2;HU311;10.27;9.49
899;8893789;47.8;20.9;92;1;HU311;10.25;9.51
900;9043916;47.8;21;91;1;HU311;10.34;9.52
901;8934908;47.8;21.1;90;2;HU321;10.29;9.43
902;8853390;47.8;21.2;88;1;HU321;10.38;9.45
903;8751899;47.8;21.3;88;1;HU321;10.42;9.4
904;8762377;47.8;21.4;92;1;HU321;10.5;9.51
905;8818577;47.8;21.5;106;1;HU321;10.32;9.57
906;9122743;47.8;21.6;119;1;HU323;10.25;9.57
907;8798552;47.8;21.7;121;1;HU323;10.24;9.45
908;9117582;47.8;21.8;128;1;HU323;10.24;9.44
909;9128542;47.8;21.9;137;1;HU323;10.2;9.62
910;9128640;47.8;22;151;3;HU323;9.99;9.5
911;9045003;47.8;22.1;154;3;HU323;9.95;9.53
912;9139857;47.8;22.2;145;3;HU323;9.84;9.63
913;8788882;47.8;22.3;132;3;HU323;9.88;9.25
914;8999026;47.8;22.4;114;1;HU323;10.2;9.58
915;9113182;47.8;22.6;112;1;HU323;10.18;9.63
916;9376592;47.9;17.2;122;1;HU221;10.58;9.48
917;9492786;47.9;17.3;121;1;HU221;10.61;9.37
918;9285948;47.9;17.4;118;1;HU221;10.59;9.4
919;9723252;47.9;18.8;220;3;HU102;9.61;9.03
920;9208947;47.9;18.9;437;3;HU102;6.96;7.85
921;9291208;47.9;19;344;3;HU102;8.15;10.36
922;9250684;47.9;19.1;239;3;HU313;8.86;11.75
923;9296373;47.9;19.2;236;3;HU313;10.06;10.43
924;9220133;47.9;19.3;260;3;HU313;9.73;8.15
925;9448491;47.9;19.4;263;1;HU313;9.41;9.73
926;9282451;47.9;19.5;294;3;HU313;9.38;8.18
927;9306795;47.9;19.6;238;1;HU313;10.16;10.02
928;9387758;47.9;19.7;230;1;HU313;9.23;13.31
929;9322461;47.9;19.8;504;3;HU313;9.11;9.71
930;9271678;47.9;19.9;597;3;HU312;6.51;7.69
931;9418968;47.9;20;506;3;HU312;9.05;8.08
932;9413764;47.9;20.1;358;3;HU312;11.11;6.45
933;9288114;47.9;20.2;221;3;HU312;11.27;8.52
934;9540287;47.9;20.3;213;3;HU312;10.6;9.41
935;9231334;47.9;20.4;242;3;HU312;9.93;8.83
936;9378861;47.9;20.5;217;3;HU311;9.29;8.32
937;9429466;47.9;20.6;190;1;HU311;9.11;9.33
938;9504814;47.9;20.7;138;1;HU311;9.78;9.15
939;9328688;47.9;20.8;111;1;HU311;9.99;9.28
940;9368875;47.9;20.9;96;1;HU311;10.13;9.57
941;9439296;47.9;21;93;1;HU311;10.11;9.48
942;9556767;47.9;21.1;91;1;HU321;10.23;9.45
943;9308356;47.9;21.2;90;2;HU321;10.27;9.39
944;9273056;47.9;21.3;89;1;HU321;10.33;9.39
945;9420341;47.9;21.4;93;1;HU321;10.29;9.42
946;9253497;47.9;21.5;102;1;HU321;10.23;9.63
947;9501391;47.9;21.6;113;1;HU323;10.19;9.4
948;9334884;47.9;21.7;114;1;HU323;10.26;9.44
949;9191569;47.9;21.8;118;1;HU323;10.03;9.28
950;9264353;47.9;21.9;127;3;HU323;10.05;9.34
951;9486433;47.9;22;136;3;HU323;10.13;9.53
952;9456451;47.9;22.1;145;1;HU323;9.75;9.5
953;9370856;47.9;22.2;146;1;HU323;9.77;9.4
954;9309714;47.9;22.3;130;3;HU323;10.03;9.31
955;9160738;47.9;22.4;111;1;HU323;10.14;9.53
956;9244560;47.9;22.5;110;1;HU323;10.11;9.61
957;9584153;47.9;22.6;113;1;HU323;10.11;9.61
958;9426682;47.9;22.7;115;1;HU323;10.13;9.64
959;9361427;47.9;22.8;117;1;HU323;10.08;9.65
960;9734048;48;17.2;126;1;HU221;10.66;9.25
961;9655031;48;18.9;321;3;HU102;8.14;11.5
962;9841326;48;19;372;3;HU313;10.21;4.59
963;9801362;48;19.1;192;1;HU313;11.41;7.43
964;9826890;48;19.2;171;1;HU313;9.94;9.87
965;9755913;48;19.3;204;3;HU313;10.2;9.65
966;9851823;48;19.4;210;3;HU313;9.35;10.32
967;9847460;48;19.5;273;3;HU313;9.17;9.5
968;9902206;48;19.6;314;3;HU313;10.39;8.42
969;9887349;48;19.7;288;3;HU313;11.39;9.45
970;9786777;48;19.8;255;3;HU313;9.85;12.65
971;9852778;48;19.9;283;3;HU313;9.09;11.75
972;9710217;48;20;271;3;HU312;10.34;8.75
973;9656185;48;20.1;219;3;HU312;10;8.98
974;9968666;48;20.2;267;3;HU312;9.06;8.77
975;9833210;48;20.3;316;3;HU312;11.01;8.08
976;9650429;48;20.4;424;3;HU312;8.34;9.71
977;9797499;48;20.5;454;3;HU311;7.5;11.12
978;9894230;48;20.6;435;3;HU311;7.29;9.11
979;9879130;48;20.7;245;3;HU311;8.8;10.71
980;9854030;48;20.8;155;1;HU311;9.17;10.15
981;9704286;48;20.9;101;1;HU311;10.08;9.54
982;9798028;48;21;99;1;HU311;10.03;9.42
983;9793368;48;21.1;91;2;HU311;10.15;9.48
984;9651158;48;21.2;92;1;HU323;10.23;9.26
985;9690086;48;21.3;92;1;HU323;10.27;9.35
986;9863958;48;21.4;95;1;HU323;10.28;9.3
987;9823554;48;21.5;99;1;HU323;10.26;9.41
988;9668877;48;21.6;104;1;HU323;10.15;9.42
989;9599185;48;21.7;103;1;HU323;10.09;9.29
990;9630349;48;21.8;106;1;HU323;10.15;9.39
991;9895512;48;21.9;109;1;HU323;10.19;9.49
992;9835238;48;22;119;1;HU323;9.93;9.51
993;9804698;48;22.1;134;3;HU323;9.92;9.59
994;9717378;48;22.2;139;1;HU323;9.6;9.46
995;9610189;48;22.3;124;1;HU323;10.04;9.22
996;9900944;48;22.4;109;1;HU323;10.06;9.56
997;9600026;48;22.5;109;1;HU323;10.08;9.55
998;9600094;48;22.6;110;1;HU323;9.92;9.48
999;9841009;48;22.7;112;1;HU323;10.06;9.6
1000;9702075;48;22.8;116;1;HU323;10.06;9.57
1001;10166310;48.1;19.5;168;1;HU313;10.23;10.43
1002;10146237;48.1;19.6;222;1;HU313;8.91;9.69
1003;10001504;48.1;19.7;250;3;HU313;9.48;8.8
1004;10291312;48.1;19.8;346;3;HU313;9.78;9.99
1005;10191511;48.1;19.9;389;3;HU313;7.32;9.12
1006;10331494;48.1;20;293;3;HU313;8.63;9.31
1007;10089540;48.1;20.1;323;3;HU312;8.88;9.97
1008;10262061;48.1;20.2;329;3;HU312;8.59;9.73
1009;10172278;48.1;20.3;339;3;HU312;9.12;11.99
1010;10247205;48.1;20.4;474;3;HU312;7.83;12.93
1011;10051055;48.1;20.5;677;3;HU311;5.55;6.45
1012;10297062;48.1;20.6;518;3;HU311;9.21;7.11
1013;10192808;48.1;20.7;305;3;HU311;10.43;7.43
1014;10263422;48.1;20.8;132;1;HU311;10.28;9.09
1015;10012912;48.1;20.9;112;1;HU311;10.04;9.55
1016;10183553;48.1;21;137;1;HU311;9.82;9.12
1017;10006438;48.1;21.1;112;1;HU311;10.35;9.1
1018;10208702;48.1;21.2;92;1;HU311;10.44;9.12
1019;10283185;48.1;21.3;92;1;HU311;10.13;9.42
1020;10233292;48.1;21.4;120;1;HU311;10.19;9.08
1021;10091029;48.1;21.5;101;1;HU323;10;9.35
1022;10188872;48.1;21.6;102;1;HU323;10.04;9.26
1023;10069703;48.1;21.7;95;1;HU323;10.05;9.42
1024;10224284;48.1;21.8;97;1;HU323;10.07;9.41
1025;10259506;48.1;21.9;99;1;HU323;10.1;9.33
1026;10199508;48.1;22;105;3;HU323;10.19;9.57
1027;10339989;48.1;22.1;115;1;HU323;9.98;9.72
1028;10008478;48.1;22.2;124;3;HU323;9.8;9.4
1029;10225388;48.1;22.3;115;3;HU323;10.04;9.32
1030;10139620;48.1;22.4;107;1;HU323;9.95;9.39
1031;10300512;48.1;22.5;109;1;HU323;10.07;9.49
1032;10049504;48.1;22.6;111;3;HU323;10.05;9.38
1033;10049660;48.1;22.7;112;1;HU323;9.95;9.62
1034;10160896;48.1;22.8;115;1;HU323;9.97;9.53
1035;10509636;48.2;19.6;233;3;HU313;10.23;9.99
1036;10474556;48.2;19.7;259;3;HU313;8.48;9.79
1037;10412594;48.2;20.1;294;3;HU311;8.42;10.39
1038;10484949;48.2;20.2;264;3;HU311;9.06;9.47
1039;10386189;48.2;20.3;263;3;HU311;9.85;9.97
1040;10599741;48.2;20.4;301;3;HU311;9.74;10.93
1041;10418311;48.2;20.5;287;3;HU311;7.72;11.96
1042;10465317;48.2;20.6;267;3;HU311;9.63;8.8
1043;10413759;48.2;20.7;180;2;HU311;10.85;8
1044;10413985;48.2;20.8;138;1;HU311;10.53;8.73
1045;10491324;48.2;20.9;159;1;HU311;10.06;9.26
1046;10521455;48.2;21;150;1;HU311;9.73;10.16
1047;10359943;48.2;21.1;173;1;HU311;10.65;8.24
1048;10491762;48.2;21.2;158;1;HU311;10.36;8.45
1049;10471244;48.2;21.3;238;3;HU311;8.55;10.18
1050;10522313;48.2;21.4;131;2;HU311;9.9;9.39
1051;10404071;48.2;21.5;98;1;HU311;9.64;9.55
1052;10607088;48.2;21.6;95;1;HU311;10.07;8.96
1053;10436296;48.2;21.7;94;1;HU311;10;9.23
1054;10482725;48.2;21.8;95;1;HU323;9.91;9.28
1055;10441521;48.2;21.9;95;1;HU323;10;9.38
1056;10573375;48.2;22;96;1;HU323;10;9.54
1057;10383896;48.2;22.1;106;1;HU323;9.8;9.6
1058;10395039;48.2;22.2;112;3;HU323;9.83;9.51
1059;10483782;48.2;22.3;106;1;HU323;9.94;9.41
1060;10379003;48.2;22.4;107;1;HU323;9.96;9.5
1061;10509566;48.2;22.5;109;1;HU323;9.94;9.54
1062;10723061;48.3;20.4;210;1;HU311;9.62;11.18
1063;10748275;48.3;20.5;255;3;HU311;8.05;8.96
1064;10683709;48.3;20.6;192;3;HU311;8.34;8.71
1065;10694119;48.3;20.7;180;1;HU311;9.84;9.37
1066;10622275;48.3;20.8;190;1;HU311;9.51;10.19
1067;10709072;48.3;20.9;180;1;HU311;10.22;9.32
1068;10744941;48.3;21;173;1;HU311;9.37;9.28
1069;10669308;48.3;21.1;155;1;HU311;10.41;9.49
1070;10709685;48.3;21.2;193;1;HU311;10.79;10.26
1071;10685560;48.3;21.3;385;3;HU311;8.22;8.03
1072;10690307;48.3;21.4;272;3;HU311;9.16;7.93
1073;10705964;48.3;21.5;185;3;HU311;9.09;9.74
1074;10696248;48.3;21.6;99;1;HU311;9.48;9.72
1075;10766473;48.3;21.7;95;1;HU311;9.82;9.24
1076;10721584;48.3;21.8;95;1;HU311;9.88;9.3
1077;10731738;48.3;21.9;94;1;HU311;9.95;9.31
1078;10801979;48.3;22;98;1;HU311;9.8;9.35
1079;10717319;48.3;22.1;101;1;HU323;9.84;9.6
1080;10762471;48.3;22.2;108;1;HU323;9.72;9.44
1081;10667462;48.3;22.3;106;3;HU323;9.74;9.31
1082;10897788;48.4;20.5;300;3;HU311;8.98;9.12
1083;10924129;48.4;20.6;253;3;HU311;8.57;9.23
1084;10866782;48.4;20.7;203;3;HU311;9.39;9.26
1085;10861790;48.4;20.8;232;3;HU311;9.19;9.37
1086;10884019;48.4;20.9;229;3;HU311;8.75;8.73
1087;10856185;48.4;21;228;1;HU311;9.65;9.44
1088;10916151;48.4;21.1;230;3;HU311;10.2;8.51
1089;10936628;48.4;21.2;162;1;HU311;10.2;11.25
1090;10818845;48.4;21.3;414;3;HU311;6.71;10.85
1091;10880379;48.4;21.4;465;3;HU311;7.36;7.01
1092;10864472;48.4;21.5;310;3;HU311;7.86;7.28
1093;10833902;48.4;21.6;200;3;HU311;10.02;8.58
1094;10870740;48.4;22.2;105;1;HU323;9.75;9.43
1095;10966930;48.5;20.6;373;3;HU311;8.13;7.87
1096;10967507;48.5;20.7;282;3;HU311;9.52;10.25
1097;11002422;48.5;20.8;225;3;HU311;9.75;9.45
1098;11020075;48.5;20.9;228;3;HU311;9.45;9.34
1099;11011737;48.5;21;257;3;HU311;9.29;9.46
1100;10963471;48.5;21.2;212;3;HU311;10.77;8.96
1101;11015731;48.5;21.3;268;3;HU311;10.31;11.27
1102;11037958;48.5;21.4;407;3;HU311;7.85;8.96
1103;10999969;48.5;21.5;299;3;HU311;9.03;9.58
1104;10977225;48.5;21.6;171;1;HU311;8.59;9.83
