"","x"
"1",0.313491116129032
"2",0.31158684516129
"3",0.318812521505376
"4",0.335497350537634
"5",0.307628158064516
"6",0.307263517204301
"7",0.317284133333333
"8",0.302184316129032
"9",0.298916724731183
"10",0.307609764516129
"11",0.297221620430107
"12",0.311821752688172
"13",0.319867783870968
"14",0.31335809139785
"15",0.301793616129032
"16",0.303914556989247
"17",0.325411403225806
"18",0.299471425806452
"19",0.288549922580645
"20",0.242058604301075
"21",0.284298709677419
"22",0.289825198924731
"23",0.307746507526882
"24",0.324067320430107
"25",0.318637261290323
"26",0.307221516129032
"27",0.31746481827957
"28",0.301268965591398
"29",0.313091102150538
"30",0.322827755913978
"31",0.322087686021505
"32",0.311892001075269
"33",0.299109672043011
"34",0.299260950537634
"35",0.320714558064516
"36",0.294331709677419
"37",0.279820313978495
"38",0.271080204301075
"39",0.262399534408602
"40",0.266153791397849
"41",0.293495952688172
"42",0.306364378494624
"43",0.311334012903226
"44",0.318913716129032
"45",0.318788693548387
"46",0.323296496774194
"47",0.309248931182796
"48",0.314443679569892
"49",0.324958824731183
"50",0.313517125806452
"51",0.323543174193548
"52",0.304240744086021
"53",0.301885246236559
"54",0.273655069892473
"55",0.308395727956989
"56",0.304855521505376
"57",0.300961576344086
"58",0.290946055913979
"59",0.31198062688172
"60",0.281520526881721
"61",0.2812269
"62",0.279499520430107
"63",0.245524274193548
"64",0.295513553763441
"65",0.30666646344086
"66",0.307914102150538
"67",0.313935043010753
"68",0.316718802150538
"69",0.320787791397849
"70",0.314345488172043
"71",0.326685211827957
"72",0.332566197849462
"73",0.319211567741936
"74",0.305394907526882
"75",0.310886835483871
"76",0.327444768817204
"77",0.317685102150538
"78",0.271968624731183
"79",0.296004813978495
"80",0.304306852688172
"81",0.302609413978495
"82",0.269648553763441
"83",0.282814821505376
"84",0.213740248387097
"85",0.232982478494624
"86",0.226518389247312
"87",0.248632761290323
"88",0.263747003225806
"89",0.33723637311828
"90",0.345754555913979
"91",0.340325201075269
"92",0.335794976344086
"93",0.330656221505376
"94",0.323702764516129
"95",0.335735284946237
"96",0.289198580645161
"97",0.293448384946237
"98",0.28822551827957
"99",0.244756446236559
"100",0.283319502150538
"101",0.28271036344086
"102",0.265415277419355
"103",0.26741045483871
"104",0.282258440860215
"105",0.311413452688172
"106",0.306396658064516
"107",0.307275365591398
"108",0.310120958064516
"109",0.312766420430108
"110",0.313340565591398
"111",0.315342210752688
"112",0.291198595698925
"113",0.297597389247312
"114",0.313575613978495
"115",0.314913695698925
"116",0.319747733333333
"117",0.306094325806452
"118",0.297219759139785
"119",0.249915284946237
"120",0.28428042688172
"121",0.269726269892473
"122",0.303004675268817
"123",0.221513807526882
"124",0.227325068817204
"125",0.232393529032258
"126",0.224837531182796
"127",0.247349391397849
"128",0.334953834408602
"129",0.318798166666667
"130",0.344112846236559
"131",0.379134338709678
"132",0.348756101075269
"133",0.33866658172043
"134",0.347663530107527
"135",0.329064756989247
"136",0.354636762365591
"137",0.348805258064516
"138",0.336540606451613
"139",0.300722930107527
"140",0.289670643010753
"141",0.285103312903226
"142",0.296643429032258
"143",0.258243807526882
"144",0.267232851612903
"145",0.282082592473118
"146",0.263220093548387
"147",0.263330305376344
"148",0.281595730107527
"149",0.304500850537634
"150",0.294341862365591
"151",0.304700737634409
"152",0.303230207526882
"153",0.321971468817204
"154",0.32206977311828
"155",0.311098311827957
"156",0.3019038
"157",0.308131446236559
"158",0.310113231182796
"159",0.318892534408602
"160",0.30664085483871
"161",0.32984911827957
"162",0.323613693548387
"163",0.266823753763441
"164",0.226219309677419
"165",0.228935877419355
"166",0.246296783870968
"167",0.219503843010753
"168",0.235132683870968
"169",0.24272324516129
"170",0.248659060215054
"171",0.253825825806452
"172",0.278204104301075
"173",0.312248597849462
"174",0.341423688172043
"175",0.354443710752688
"176",0.337106964516129
"177",0.339918823655914
"178",0.351707984946237
"179",0.354936360215054
"180",0.349055967741935
"181",0.342303627956989
"182",0.34482002688172
"183",0.326213232258065
"184",0.316171488172043
"185",0.311846267741936
"186",0.308127787096774
"187",0.307661286021505
"188",0.287348606451613
"189",0.293414512903226
"190",0.287290887096774
"191",0.306291769892473
"192",0.288562588172043
"193",0.272389843010753
"194",0.272111694623656
"195",0.292253240860215
"196",0.29799058172043
"197",0.2942007
"198",0.302923023655914
"199",0.30497653655914
"200",0.307892527956989
"201",0.311171877419355
"202",0.308883617204301
"203",0.286756265591398
"204",0.304415374193548
"205",0.2843699
"206",0.297967443010753
"207",0.31923228172043
"208",0.313456215053763
"209",0.322347138709677
"210",0.242773139784946
"211",0.234343677419355
"212",0.220554503225806
"213",0.259303309677419
"214",0.255967943010753
"215",0.256030297849462
"216",0.26284652688172
"217",0.237175017204301
"218",0.251987578494624
"219",0.358396446236559
"220",0.336965117204301
"221",0.333268672043011
"222",0.352784260215054
"223",0.332966235483871
"224",0.351841327956989
"225",0.350527908602151
"226",0.340875702150538
"227",0.344627917204301
"228",0.344302176344086
"229",0.329896850537634
"230",0.338570165591398
"231",0.308862452688172
"232",0.308295248387097
"233",0.314543379569892
"234",0.302564148387097
"235",0.312259286021505
"236",0.314371656989247
"237",0.294266930107527
"238",0.282225541935484
"239",0.286915601075269
"240",0.294619398924731
"241",0.265913012903226
"242",0.269474461290322
"243",0.284695750537634
"244",0.291092743010753
"245",0.310133667741936
"246",0.295550810752688
"247",0.286921461290323
"248",0.29227643655914
"249",0.310037349462366
"250",0.297407512903226
"251",0.302764849462366
"252",0.302297055913978
"253",0.293813139784946
"254",0.280674989247312
"255",0.291404130107527
"256",0.315973603225806
"257",0.304295568817204
"258",0.302640238709677
"259",0.264545743010753
"260",0.222350298924731
"261",0.237695938709677
"262",0.228201740860215
"263",0.211976215053763
"264",0.227542280645161
"265",0.284610286021505
"266",0.293546267741935
"267",0.305830053763441
"268",0.340961684946237
"269",0.352864693548387
"270",0.348938877419355
"271",0.350093749462366
"272",0.309141983870968
"273",0.336329601075269
"274",0.326866559139785
"275",0.332521570967742
"276",0.339994924731183
"277",0.337660108602151
"278",0.335214532258064
"279",0.331953739784946
"280",0.325350925806452
"281",0.314939620430108
"282",0.323205140860215
"283",0.305977549462366
"284",0.308109275268817
"285",0.299788337634409
"286",0.288502947311828
"287",0.29725362688172
"288",0.299027147311828
"289",0.293564880645161
"290",0.294308321505376
"291",0.295474321505376
"292",0.295650482795699
"293",0.301243167741935
"294",0.297825558064516
"295",0.307895537634409
"296",0.310923393548387
"297",0.292279443010753
"298",0.300706605376344
"299",0.308903910752688
"300",0.305015529032258
"301",0.292704973118279
"302",0.300711855913978
"303",0.247901821505376
"304",0.284674750537634
"305",0.323161804301075
"306",0.285667644086021
"307",0.293326893548387
"308",0.245921284946237
"309",0.250972391397849
"310",0.241879739784946
"311",0.243889451612903
"312",0.261382487096774
"313",0.24716961827957
"314",0.26517509139785
"315",0.305070056989247
"316",0.322443567741935
"317",0.289511753763441
"318",0.337700586021505
"319",0.356469348387097
"320",0.335754395698925
"321",0.330886678494624
"322",0.351165527956989
"323",0.341579121505376
"324",0.330036756989247
"325",0.34863745483871
"326",0.342471953763441
"327",0.308666929032258
"328",0.310570151612903
"329",0.341059405376344
"330",0.30312153655914
"331",0.361956911827957
"332",0.313133644086021
"333",0.297513437634409
"334",0.313069501075269
"335",0.305782561290323
"336",0.307960816129032
"337",0.314223786021505
"338",0.31674039139785
"339",0.303767461290323
"340",0.283564752688172
"341",0.308275972043011
"342",0.308693638709677
"343",0.295850302150538
"344",0.298405469892473
"345",0.291409825806452
"346",0.271661251612903
"347",0.298966011827957
"348",0.291712617204301
"349",0.297871197849462
"350",0.300654065591398
"351",0.302955083870968
"352",0.277122540860215
"353",0.293738321505376
"354",0.298011583870968
"355",0.276802383870968
"356",0.296847123655914
"357",0.274061612903226
"358",0.314349229032258
"359",0.294485332258064
"360",0.321604178494624
"361",0.246797890322581
"362",0.260088980645161
"363",0.244899065591398
"364",0.226512031182796
"365",0.254533425806452
"366",0.258829951612903
"367",0.288716638709677
"368",0.280194139784946
"369",0.300387552688172
"370",0.333752595698925
"371",0.352245048387097
"372",0.36271897311828
"373",0.357789223655914
"374",0.373251680645161
"375",0.339050267741935
"376",0.338214488172043
"377",0.341493722580645
"378",0.332306743010753
"379",0.347774920430107
"380",0.343920737634409
"381",0.380046980645161
"382",0.354657969892473
"383",0.334832913978495
"384",0.319156376344086
"385",0.309053477419355
"386",0.304039276344086
"387",0.30027151827957
"388",0.29860764516129
"389",0.302901568817204
"390",0.290551483870968
"391",0.293339747311828
"392",0.302831906451613
"393",0.289508233333333
"394",0.299649682795699
"395",0.290650576344086
"396",0.283276980645161
"397",0.307346478494624
"398",0.315779067741935
"399",0.30847664516129
"400",0.304746550537634
"401",0.301848416129032
"402",0.291690301075269
"403",0.287093822580645
"404",0.296541322580645
"405",0.317647678494624
"406",0.309808084946237
"407",0.312277793548387
"408",0.300282020430108
"409",0.290433801075269
"410",0.280069317204301
"411",0.290714974193548
"412",0.292514690322581
"413",0.302958179569892
"414",0.256081269892473
"415",0.23401747311828
"416",0.248062144086021
"417",0.243388693548387
"418",0.212685765591398
"419",0.264471291397849
"420",0.265361423655914
"421",0.248037331182796
"422",0.26653273655914
"423",0.297979740860215
"424",0.279343852688172
"425",0.349635461290323
"426",0.36068138172043
"427",0.353924994623656
"428",0.334940602150538
"429",0.359096934408602
"430",0.339845579569892
"431",0.341076130107527
"432",0.366774269892473
"433",0.364426002150538
"434",0.368038056989247
"435",0.361459641935484
"436",0.358407075268817
"437",0.336326203225806
"438",0.300918648387097
"439",0.302956533333333
"440",0.313903798924731
"441",0.30973661827957
"442",0.300459425806452
"443",0.28659404516129
"444",0.304703756989247
"445",0.305404461290323
"446",0.284098019354839
"447",0.275256188172043
"448",0.295929182795699
"449",0.282088849462366
"450",0.299287019354839
"451",0.305336049462366
"452",0.318703725806452
"453",0.326687760215054
"454",0.308430394623656
"455",0.313948806451613
"456",0.301488204301075
"457",0.319318893548387
"458",0.296198367741935
"459",0.294234337634409
"460",0.27722985483871
"461",0.264096912903226
"462",0.293530476344086
"463",0.284615031182796
"464",0.286577205376344
"465",0.282758517204301
"466",0.282440575268817
"467",0.28269631827957
"468",0.251070390322581
"469",0.214386552688172
"470",0.201136476344086
"471",0.238886925806452
"472",0.255183231182796
"473",0.272124470967742
"474",0.246029534408602
"475",0.258817229032258
"476",0.315453692473118
"477",0.327844879569892
"478",0.354090365591398
"479",0.35738739139785
"480",0.362615337634409
"481",0.33992347311828
"482",0.335428947311828
"483",0.366665708602151
"484",0.374524372043011
"485",0.364701806451613
"486",0.3452019
"487",0.331666634408602
"488",0.346151410752688
"489",0.363886312903226
"490",0.354134706451613
"491",0.316950982795699
"492",0.303291960215054
"493",0.315099927956989
"494",0.29976321827957
"495",0.305019416129032
"496",0.29303048172043
"497",0.292982683870968
"498",0.286664138709677
"499",0.277131230107527
"500",0.234327187096774
"501",0.277404843010753
"502",0.289462848387097
"503",0.309217101075269
"504",0.32628612688172
"505",0.321934119354839
"506",0.318320759139785
"507",0.314131667741935
"508",0.295458366666667
"509",0.313717317204301
"510",0.305004330107527
"511",0.278269001075269
"512",0.272928532258065
"513",0.307074072043011
"514",0.285212507526882
"515",0.287919339784946
"516",0.282089955913979
"517",0.316544025806452
"518",0.308522533333333
"519",0.270891030107527
"520",0.259006162365591
"521",0.232835627956989
"522",0.223944587096774
"523",0.225998101075269
"524",0.242553582795699
"525",0.249029744086022
"526",0.27574663655914
"527",0.305640511827957
"528",0.363887407526882
"529",0.329050061290323
"530",0.327573490322581
"531",0.357824272043011
"532",0.354377030107527
"533",0.36227564516129
"534",0.344592148387097
"535",0.359863644086021
"536",0.353911095698925
"537",0.364787289247312
"538",0.366370438709678
"539",0.341206289247312
"540",0.330224196774193
"541",0.331086315053763
"542",0.319316610752688
"543",0.336785517204301
"544",0.290900351612903
"545",0.313539164516129
"546",0.304859648387097
"547",0.316634095698925
"548",0.299063229032258
"549",0.294338619354839
"550",0.286132948387097
"551",0.292181356989247
"552",0.265204068817204
"553",0.288614279569893
"554",0.275142264516129
"555",0.280665452688172
"556",0.286566124731183
"557",0.306500174193548
"558",0.318435177419355
"559",0.317077666666667
"560",0.322285844086022
"561",0.323346506451613
"562",0.301055137634409
"563",0.274351040860215
"564",0.293439052688172
"565",0.301476001075269
"566",0.29740936344086
"567",0.308016977419355
"568",0.292833646236559
"569",0.310022046236559
"570",0.301371072043011
"571",0.288642658064516
"572",0.250485558064516
"573",0.240283444086022
"574",0.240888465591398
"575",0.25396900860215
"576",0.238988704301075
"577",0.266824092473118
"578",0.271124476344086
"579",0.323186470967742
"580",0.33300707311828
"581",0.367760512903226
"582",0.355854429032258
"583",0.320744970967742
"584",0.327099611827957
"585",0.343590301075269
"586",0.353566198924731
"587",0.353578706451613
"588",0.377166844086022
"589",0.380295543010753
"590",0.364843732258064
"591",0.352524579569892
"592",0.339581532258065
"593",0.356792075268817
"594",0.340493993548387
"595",0.316508416129032
"596",0.323140509677419
"597",0.312565047311828
"598",0.287455461290323
"599",0.315094265591398
"600",0.315102035483871
"601",0.328071819354839
"602",0.31165553655914
"603",0.289010777419355
"604",0.29149503655914
"605",0.237859091397849
"606",0.283901392473118
"607",0.278001168817204
"608",0.291216768817204
"609",0.282699833333333
"610",0.287198611827957
"611",0.303762367741935
"612",0.313250416129032
"613",0.295459053763441
"614",0.323449582795699
"615",0.304693317204301
"616",0.299862079569892
"617",0.307583061290323
"618",0.303011453763441
"619",0.29190161827957
"620",0.298560672043011
"621",0.308665227956989
"622",0.294624337634409
"623",0.299075424731183
"624",0.239870504301075
"625",0.268631822580645
"626",0.242566609677419
"627",0.241302731182796
"628",0.230490837634409
"629",0.269333688172043
"630",0.300056330107527
"631",0.316461397849462
"632",0.290014539784946
"633",0.291765465591398
"634",0.315793268817204
"635",0.323699972043011
"636",0.374790786021505
"637",0.362316444086022
"638",0.327434034408602
"639",0.306040735483871
"640",0.310429003225807
"641",0.35707660860215
"642",0.349965139784946
"643",0.335314412903226
"644",0.346453741935484
"645",0.341318191397849
"646",0.340749864516129
"647",0.329090159139785
"648",0.338049396774194
"649",0.344282048387097
"650",0.318175593548387
"651",0.293430348387097
"652",0.297926980645161
"653",0.29142277311828
"654",0.313514790322581
"655",0.30827115483871
"656",0.290884905376344
"657",0.275954233333333
"658",0.285741091397849
"659",0.267585068817204
"660",0.300608729032258
"661",0.286903555913978
"662",0.270776267741935
"663",0.278288694623656
"664",0.284164270967742
"665",0.277935601075269
"666",0.276717247311828
"667",0.294114991397849
"668",0.274032987096774
"669",0.284204029032258
"670",0.309943982795699
"671",0.320262494623656
"672",0.301156672043011
"673",0.29320422688172
"674",0.303061352688172
"675",0.303213756989247
"676",0.29614519139785
"677",0.312678722580645
"678",0.271097565591398
"679",0.267695120430108
"680",0.249029570967742
"681",0.276810001075269
"682",0.303834770967742
"683",0.304789889247312
"684",0.287142670967742
"685",0.27329143655914
"686",0.257088861290323
"687",0.346728493548387
"688",0.371808458064516
"689",0.373231815053763
"690",0.385850724731183
"691",0.325232525806452
"692",0.310252737634409
"693",0.331460030107527
"694",0.329703448387097
"695",0.325246274193548
"696",0.329235890322581
"697",0.348417352688172
"698",0.329360378494624
"699",0.329546867741935
"700",0.327318617204301
"701",0.331551134408602
"702",0.324660222580645
"703",0.308344031182796
"704",0.265507049462366
"705",0.255788665591398
"706",0.258928422580645
"707",0.264057178494624
"708",0.315484322580645
"709",0.303888476344086
"710",0.282179835483871
"711",0.270548830107527
"712",0.309777288172043
"713",0.303605104301075
"714",0.308046052688172
"715",0.246849855913978
"716",0.286637055913978
"717",0.286799491397849
"718",0.277082301075269
"719",0.285911003225806
"720",0.275437850537634
"721",0.271747947311828
"722",0.289647521505376
"723",0.277017477419355
"724",0.277588531182796
"725",0.303515609677419
"726",0.304643106451613
"727",0.307911127956989
"728",0.318744624731183
"729",0.298603451612903
"730",0.312586374193548
"731",0.307226150537634
"732",0.278384956989247
"733",0.260003420430108
"734",0.277597347311828
"735",0.28559988172043
"736",0.281828797849462
"737",0.298631827956989
"738",0.289923497849462
"739",0.305350951612903
"740",0.31598463655914
"741",0.336184908602151
"742",0.330387362365591
"743",0.331925004301075
"744",0.311581890322581
"745",0.354303607526882
